原数据,标签
0 您 这个 保单 是 已经 过 了 犹豫期 的 买 的 是 一个 重疾险 那个 华夏 福 两全 附加 重大疾病 加 一 保 通 的 您 这个 是 那个 签了合同 是 交十年 保 终身 的 您 这款 如果 退 的 话 已经 过 了 犹豫期 现在 按 保单 现金价值 退给 您 您 会 有 很 大 损失 的 建议您 不要 提前 退？  #,0 是否劝阻
0 那个 那个 先生 您 这个 是 因为 您 自己 签 的 合同 的 交十年 保 终身 的 对吧 您 这 会 要 提前 退 肯定 属于 违约 只能 按 现金价值 退给 您 这 一份 我给您 查 了 一下 截止 到 今天 如果 要 退 的 话 只能 退 您 两千多 百 零七。 损失 还是 挺 大 的 建议您 考虑 一下。  #,0 是否劝阻
0 对 您 先 考虑 清楚 因为 您 这个 退保 损失 还是 很 大 的。  #,0 是否劝阻
0 嗯 您 说 您 之后 返还 的 钱 拿到 的 是 太 长时间 太 长 了。 那个， 就 如果您 中途 退保 的 话 曾 事。 会 有 损失 的。 您 退 的 是 现金价值 现在 的。  #,0 是否劝阻
0 嗯 这边 看到 您 昨天 去年 是 买 了 一个 那个 华夏 福 两全 的 一个 重疾险 您 这个 险种 的 话。 如果 要 退 的 话 是 过 了 犹豫期 只能 按 保单 现金价值 退还 是 会 有 损失 的 方便 问一下 您 为什么 想 退 呢？  #,0 是否劝阻
0 女士 您 这份 购买 的 是 我们 富贵 竹 年金保险 您 如果说 是 要 申请 退保， 退保 他 一般 都是 按 现金价值 来 退。  #,0 是否劝阻
0 这个 被保险人 的 话 是 叫 董 建 市镇。 对 对 那 这个 险种 的 话 是 属于 这个 中途 退保 是 会 退 这个 现金价值 的 有 损失 确定 要 退 吗？ 嗯 退掉。 好 那您 稍等 这边 帮您 查询 一下 退保 的 金额。 截止 到 今天 的 退保 金额 是 两千 三百三十五 块 五毛九 本身 的 话 还是 比较 大 的 确定 要 退。  #,0 是否劝阻
0 好 可以 了。 哦！ 嗯 可以 的 但是 呃 女性 投资 一份 呢 是 在 犹豫期之内 的 是 可以 全额 给您 退 的 那您 之前 投 的 一份 的 去年 投 了 呃 是 按照 现金价值 给您 自己 是 有？  #,0 是否劝阻
0 嗯 那 感谢 配合 这边 查 了 一下 买 的 是 我们 公司 一份 这个 如意 来 年金保险。 一年 交 一万元 然后 交十年 的， 先生 您 这个 保险产品 的 话 它 是 每一年 都 会 有 年金 返还。 从 今年 开始 您的 续期保费 缴纳 成功 之后 开始 给您 返 每年 都 返 两千 九百七十 七点。  #,0 是否劝阻
0 对 对 对， 您好 帮您 查询 到 保单 了 这个 保单 还是 非常不错 的 您 如果说 是 退保 的 话 建议您 慎重考虑 一下。  #,0 是否劝阻
0 感谢您 的 配合 您 名下 是 有一个 那个 常青树 两全保险！ 嗯 您 这个 是 那个 重疾险 担保 保障期间 是 终身 的 呀 您 为什么 不想 要 了 呢？  #,0 是否劝阻
0 带来 什么 影响 啊！ 嗯 这个 影响 的 话 不太清楚 可能 是 对 这个 业务员 的 一些 考核 有影响 吧 但 这个 具体 一项 不但 清楚 让您 再考虑 一下 女士。 你 这个 保险 的 话 每年 交 一万 交十年。 嗯 今年 到 九月份 的 话 会 给您 返还 生存。  #,0 是否劝阻
0 那 我 那 我 现在 我 马上 要 交费 了 那 现在 是 做 可以 吗？ 可以 您 现在 保单 是 九月 二十一号 交费 型 的 还有 一个 多月 您 可以 再考虑 一下。  #,0 是否劝阻
0 那个， 对 产品 的 话 这 产品 责任 还是 比较 不错 的 呃 期限 也 不是 很长 交费期 的 话 就 这 两天 也 就 交 满 了 就 后期 就 不用 交费 了 明年 就 返 年金 年金 您 是 可以 领 的 可以使用。  #,0 是否劝阻
0 退保 是 您 正常 权益 但是 我们 肯定 不 建议您 退 退保 是 有 损失。  #,0 是否劝阻
0 我们 这边 现在 查询 给您 查询 您 保单 现在 今天 的 现金价值 女士。 呃 主险 是 两万 两千 一百二十五 加上 万能账户 中 有 两千 一百多 块钱。 加在一起 的 话 是 两万 四千 二百多 块钱， 所以说 建议您 再考虑 一下 呢 您？  #,0 是否劝阻
0 那 保单 的 如果 呢 不买？ 您 中途 想 退 呢 都是 有 损失 的 您 如果 有 急用 您 可以选择 保单贷款 的 可以 就 一万 六？ 现在 退 也 不划算 的。  #,0 是否劝阻
0 嗯， 那 给您 查 了 一下 像 您 这 张 保单 的 话 当时 约定 交费 是 要 交十年 保险期间 保 到 被保险人 八十 周岁 的 为什么 像 您 现在 也 才 一年多 的 时间 就 要 想 退保 呢？ 然后 我 就 说。 对 嗯 但是 中途 退 的 话 公司 只能 退 您 现金价值 会 有 损失 的 而且 像 您 这个 保险 的 话 非常不错 他 年金 返还 比例 在 被保险人 六十 周岁 前 是 按 保额 的 百分之二十 每年 返还 的。 六十 周岁 后 按 保额 百分之四十 返还 年金 的 所以 他 年金 返还 的 比例 很高 并且 到 这个 被保险人 八十 周岁 合同 到期 的 时候 还 会 退还 已交 保费 所以 像 这种 保险 我们 一般 都 不 建议您 退 您 可以 在 慎重考虑 下。  #,0 是否劝阻
0 但是 在 八十 周岁 前 的 话 他 有 年金 啊 它 返 的 年金 比例 本身 就 很高 了 所以 像 这种 的 话 就 只要 您 说 正常 去 持有 合同 肯定 是 会 比 您 中途 退保 要 合适。 因为 它 满期 是 收益 最大化 的 您 像 现在 我给您 查 了 一下 您 要是 现在 退 的 话 这个 福利 您 现金价值 只有 五千 七百 三十三， 加上 您 账户里面 余额 因为 您 现在 账户里面 是 有 十 一万五千， 呃 是 一万五千 九百 六十 对吧！ 然后 加起来 这个 保单 整个 退 的 话 现在 是 能 退 十二万 一千六百 九四。 实际 以 柜面 结算 为准 这样 您 损失 不 就 很多 嘛。  #,0 是否劝阻
0 好 嗯 您 可以 在 慎重考虑 一下 因为 我们 是 觉得 您 既然 都 投 了 而且 都 交了 这个 两次 保费 了 所以 您 还是 再考虑 看看 您 到底 是不是 要 去 把 这个 退 了 因为 退 的 话 损失 也 很 大 的？  #,0 是否劝阻
1 医疗 就是 那个 呃 附加 住院 费用 补偿 二零一 四 嘛， 人家 不是 医疗险 只能 选 一个 嘛， 意保通 要不然 就是 这个， 住院 险。  #,1 是否主动告知退保原因
1 嗯 我 觉得 你们 销售人员 有 有 引导 我 购买 就是 他 有 但 我， 就是 有 有 欺诈 的 我 觉得 让 我 让 我 说 一些 本身 不是 不是 情况 的 话？  #,1 是否主动告知退保原因
1 所以 这个 保险 这么 高 啊 每个月 都 要 交 一千多 里面 都 要。  #,1 是否主动告知退保原因
1 就是 现在 你 快 要 到 那个 保费 一千二。 但是 由于 我 这个 呃 经济方面 有点 问题， 就 不能 续保 然后 退保 的 话， 嗯 但是 你 之前 的 保单 我 已经 就是， 办 了。  #,1 是否主动告知退保原因
1 这个 急用钱 了。 但是。  #,1 是否主动告知退保原因
1 呃 是 有 这个 想法 因为 现在 资金 因为 经济 经济方面， 因为， 有一点 比较 那个 就是 说 呃 想想， 嗯 家里 呃 就是 那个 有点 急用， 嗯 想想 确认一下 就 想 把 那个 钱 给 取出来 我 就 想 问一下 是 怎么？ 怎么 去 怎么 去 弄 回来 取回来？  #,1 是否主动告知退保原因
1 啊 对 对 对 嗯 然后 然后 我想 因为 我 现在 不是 他 不是 可以 拿出来 的 嘛 对 啊 因为 因为 我！ 就是 我 是 原来 定 了 五年 的 然后 因为 我 现在 咬 到 车号 我 要 买车 了 我想 把 钱 拿出来。  #,1 是否主动告知退保原因
1 才 给我 分 这个 因为 买 了 我 现在 我 我 经济 上 有点 困难 我 交 不 了 交 不上 了。  #,1 是否主动告知退保原因
1 嗯 就是 想 我想 喂 哎 你好 那 想 问一下 哈 因为 我家 里面 出 了 点 情况 我 是 想 把 那个 保单 我 如果 要是 退 的 话 怎么 个 退 法 呀 我 现在 就是 家里面 急 需要 用 钱？  #,1 是否主动告知退保原因
1 哦 就是 我 这个 第二年 买 了 那个 那个 昨天 那个 黄 姐 因为 现在 急需 用 钱 我想 把 那个 取出来！  #,1 是否主动告知退保原因
1 我 我 刚才说 我想 退保 我 现在 又 不想 退 了。 #,1 是否主动告知退保原因
1 啊 急需 用 钱 才 退 了 嘛！ #,1 是否主动告知退保原因
1 十年 太 久 了。 太 久 了 所以 您 要 退保。 #,1 是否主动告知退保原因
1 那 我 不退 保 的 话 我 交强险 我 本来 我 也 大 呀 是不是 啊 那 这个 保险 就是 意义 来说 就是 说 没有 多大 意义 啊？ 自 对吧！ #,1 是否主动告知退保原因
1 那 跟 那 是 我 要 交到 还是 交十年 呐。 我 还 得 交十年 另外一个 就是。 我 之前 之前 那个， 一个 那个 什么 什么 一个 什么 东西 但是 真的 我 觉得 也？ 不是 没有问题 哈 我 觉得 交 的 不划算 啊 支付宝 上面 他 不是 他是 他是 那个 好的 保险。 #,1 是否主动告知退保原因
1 哎 我 本来 想 买 的 他们 因为 家里 事！ #,1 是否主动告知退保原因
1 我 我 不做 这个 产品 啊 我 不知道 我 不做。 #,1 是否主动告知退保原因
1 哦 嗯 这个 呢 我 我 姐 帮 我看了 一边 比较 更 合适 的！ #,1 是否主动告知退保原因
1 嗯。 就 想， 反正 就是 就是 不想 要 了。 #,1 是否主动告知退保原因
1 呃 我们 之前 通过 你们 电销 买了一份 那个 长途 啊！ #,1 是否主动告知退保原因
1 对 因为 我 已经 重新 又 买了一份 也是， 这份 险 是 把 它 退 了。 #,1 是否主动告知退保原因
1 觉得 不 合适 给我 退 了 吧！ #,1 是否主动告知退保原因
1 嗯 没有 我 最近 要 买车 了 有点 紧。  #,1 是否主动告知退保原因
1 困难 了 就是 想 问一下 如果 这个 保险 如果 退 退 交 的 话 我 这边 可以 退 多少钱 呢？  #,1 是否主动告知退保原因
1 对 所以 这个 自己 来说 还是 比较 有 损失 的 建议您 再考虑 一下。  #,1 是否主动告知退保原因
1 嗯 请您 稍等 一下。 嗯 是 这样 的 先生 您 说 您 不想 每年 再 缴费。  #,1 是否主动告知退保原因
1 呃 不是 我的 意思 是 因为 前两天 我 家里 两位 老人 去 银行存款 然后 被 你们 那个 华夏 银行 的 业务员 给他。 买 份 保险 了 这个 卡里 没有 一分钱 吧 所有 钱 都 买 的 保险 了 所以说 我 把 这个 情况 我 我 父母 给我 说完 之后， 对吧！ 嗯 两者 之间 都 属于 银行 的 自动 操作。  #,1 是否主动告知退保原因
1 手机上 抽点 问题。 呃 之前 你们电话回访 的 时候， 呃 可能 有些 回答 引起 的 误会 吧 可能  #,1 是否主动告知退保原因
1 我 现在 那个 买 这个 也 有点 压力 对 我 和 我老婆 商量一下 吗 他是 你 不要买 了？ 好的  #,1 是否主动告知退保原因
1 嗯 那 他们 昨天 那个 我 去 存钱。 那些 什么 都 没有 跟我 说 是 保险 挣钱 都 没说 清楚 就？ 直接 就 说 现在 做。  #,1 是否主动告知退保原因
1  嗯嗯。 嗯 因为 我 从来 没 买过保险， 我 买 了 那 我 现在。 他们 有用 还是 有点 近。 不 放心。  #,1 是否主动告知退保原因
1 那 我 现在 没有钱 交 我。  #,1 是否主动告知退保原因
1 因为 我 明天 给你 们 打电话 了 我 说 我 就是 保险 不清楚 我想 问一下 也 没有人 给我 回电话 我 说 奇怪 了 我 就 到现在 为止 都 不知道 这个 到底 保障 啥 呢 我 问 了 一下 你 没有人 接电话？  #,1 是否主动告知退保原因
1 因为 我 不是说 三年 嘛。 嗯 他 就是 三年 万一 这个 钱 不 出来 怎么办？  #,1 是否主动告知退保原因
1 呃 我 如果 透 在家 假如说 透 的 它 不管 是 不太 合适 等 期末 全 台湾 两年 才 才 现在 家里 急用钱 有钱， 再 取出来 包括 说 晚上 的。  #,1 是否主动告知退保原因
1 我 觉得。 在。 那个 那个 对 对 对 对 对 对。 我 确实 到 八十八 岁 的 然后 祝寿金 啊 什么 都 太 遥远 的？ 这种  #,1 是否主动告知退保原因
1 哎 老师 啊 他 说 他 退保 他 有 所有 的 都 想 退 了 他 先 时间 太 长 了 不想 再 弄 了！ 就 因为 这个 耳 对。 然后。  #,1 是否主动告知退保原因
1 诶 私家车长 了 我 急需 用 钱 。  #,1 是否主动告知退保原因
1 就是 压力比较大。  #,1 是否主动告知退保原因
1 嗯 现在 这个 这个 经济能力 成就 上面 出现 的 问题。  #,1 是否主动告知退保原因
1 就是 您 说 这个 费用 的 话 现在 交费 的 话 是 交 不 了 了。  #,1 是否主动告知退保原因
1 因为 现在 没有 我 经济实力 了。  #,1 是否主动告知退保原因
1 嗯 我 有一些 个人 的 原因 吗？  #,1 是否主动告知退保原因
1 嗯 现在 没钱 修 吗 不用 了？  #,1 是否主动告知退保原因
1 嗯 就是 有点 特殊原因。  #,1 是否主动告知退保原因
1 因为 我 老家 六四 七零 然后 直接 要 用 钱。  #,1 是否主动告知退保原因
1 我 要 用 钱 啊！  #,1 是否主动告知退保原因
1 经济 负担 压力 大,1 是否主动告知退保原因
1 嗯 我看 您 这边 就是， 嗯 前门。 我 不怎么 满意？  #,1 是否主动告知退保原因
0 您好 不好意思 让您 久等 是 这样 的 他 这个 客户 的 话 是 可以 附加 意保通 的 但是 的 话 到 让 客户 本人 携带 身份证 到 咱们 分公司 柜面 去 办理 一下， 具体 能不能 加 的 话 以 分公司 审核 为准。  #,0 未告知退保资料
0 没有， 那 女士 咱们 这边 操作 的 话 是 要 在 五幺 零七 里面 操作 的 具体 的 这个 界面 看不到 您 也 可以说 把 这个 界面 您 操作 这个 界面 微信 截屏 给 咱们 的 在线 小华 让 小华 这边 给您 看一下 下一步 怎么 操作？  #,0 未告知退保资料
0 如果 是 通过 微信 的 话 呢 可以 联系 保单 服务人员 在 微信 上 发送 退保 的 链接 来 申请 如果不是 微信 的 话 呢 就 让 客户 本人 到 公司 柜面 办理 这个 退保 手续？  #,0 未告知退保资料
0 对 呀 您的 名字 跟我 说一下， 李 桂林， 好 谢谢 查看 到 您 名下 购买 的 是 公司 常青树 全能 当时 通过 公司 业务员 购买 的 通过 微信 来 投保 的 那 如果说 您 要 退保 的 话 跟您 联系 保单 服务人员 给您 发送 退保 的 链接 难 申请 退保 是 可以 的。 您 现在 什么 原因 想 要 退掉 它 呢？  #,0 未告知退保资料
0 什么 证件 吗？ 您 到时候 让 工作人员 给您 发送 退保 的 链接 的 话 可以通过 手机 微信 上来 申请 退保 的 他是 有个 退保 申请 您 点击 一下 申请 就 可以。 嗯。  #,0 未告知退保资料
